Date,Close,Open,High,Low,Vol.,Change %
"Feb 19, 2013",14036,"13,981.76","14,044.82","13,977.90",136.41M,0.39%
"Feb 20, 2013",13928,"14,035.67","14,058.27","13,919.28",138.54M,-0.77%
"Feb 21, 2013",13881,"13,927.54","13,927.54","13,834.40",131.41M,-0.34%
"Feb 22, 2013",14001,"13,880.62","14,001.19","13,880.62",139.85M,0.86%
"Feb 25, 2013",13784,"14,000.57","14,081.58","13,784.01",152.19M,-1.55%
"Feb 26, 2013",13900,"13,784.17","13,918.44","13,784.17",132.59M,0.84%
"Feb 27, 2013",14075,"13,900.13","14,104.86","13,880.19",107.01M,1.26%
"Feb 28, 2013",14054,"14,075.37","14,149.15","14,050.18",177.15M,-0.15%
"Mar 01, 2013",14090,"14,054.49","14,107.09","13,937.60",125.92M,0.25%
"Mar 04, 2013",14128,"14,089.66","14,128.21","14,030.37",110.81M,0.27%
"Mar 05, 2013",14254,"14,127.82","14,286.37","14,127.82",112.10M,0.89%
"Mar 06, 2013",14296,"14,253.77","14,320.65","14,253.00",116.51M,0.30%
"Mar 07, 2013",14329,"14,296.24","14,354.69","14,296.24",117.08M,0.23%
"Mar 08, 2013",14397,"14,329.49","14,413.17","14,329.49",115.63M,0.47%
"Mar 11, 2013",14447,"14,397.07","14,448.06","14,373.32",94.88M,0.35%
"Mar 12, 2013",14450,"14,447.29","14,478.80","14,412.06",102.10M,0.02%
"Mar 13, 2013",14455,"14,450.06","14,472.80","14,411.66",83.92M,0.04%
"Mar 14, 2013",14539,"14,455.28","14,539.29","14,455.28",117.39M,0.58%
"Mar 15, 2013",14514,"14,539.14","14,539.14","14,470.50",407.77M,-0.17%
"Mar 18, 2013",14452,"14,514.11","14,521.59","14,404.21",119.64M,-0.43%
"Mar 19, 2013",14456,"14,452.06","14,514.34","14,382.09",122.17M,0.03%
"Mar 20, 2013",14512,"14,455.82","14,546.82","14,455.82",121.24M,0.39%
"Mar 21, 2013",14421,"14,511.73","14,511.73","14,383.02",110.46M,-0.62%
"Mar 22, 2013",14512,"14,421.49","14,519.95","14,421.49",101.45M,0.63%
"Mar 25, 2013",14448,"14,512.03","14,563.75","14,395.00",124.84M,-0.44%
"Mar 26, 2013",14560,"14,447.75","14,561.54","14,447.75",96.03M,0.77%
"Mar 27, 2013",14526,"14,559.65","14,559.65","14,439.55",92.68M,-0.23%
"Mar 28, 2013",14579,"14,526.16","14,585.10","14,520.86",153.71M,0.36%
"Apr 01, 2013",14573,"14,578.54","14,605.72","14,531.48",91.40M,-0.04%
"Apr 02, 2013",14662,"14,572.85","14,684.49","14,572.85",98.42M,0.61%
"Apr 03, 2013",14550,"14,662.01","14,683.13","14,525.36",127.14M,-0.76%
"Apr 04, 2013",14606,"14,550.35","14,625.24","14,538.72",104.79M,0.38%
"Apr 05, 2013",14565,"14,606.11","14,606.11","14,434.43",131.25M,-0.28%
"Apr 08, 2013",14613,"14,565.25","14,613.48","14,497.80",106.68M,0.33%
"Apr 09, 2013",14673,"14,613.48","14,716.46","14,598.50",128.58M,0.41%
"Apr 10, 2013",14802,"14,673.46","14,826.66","14,673.46",120.52M,0.88%
"Apr 11, 2013",14865,"14,802.24","14,887.51","14,785.36",144.57M,0.42%
"Apr 12, 2013",14865,"14,865.14","14,865.21","14,790.57",119.57M,0.00%
"Apr 15, 2013",14599,"14,865.06","14,865.06","14,598.58",161.68M,-1.79%
"Apr 16, 2013",14757,"14,599.20","14,761.73","14,599.20",126.31M,1.08%
"Apr 17, 2013",14619,"14,756.78","14,756.78","14,560.81",168.01M,-0.94%
"Apr 18, 2013",14537,"14,618.59","14,650.26","14,495.29",158.05M,-0.56%
"Apr 19, 2013",14548,"14,537.14","14,553.73","14,444.03",207.20M,0.07%
"Apr 22, 2013",14567,"14,547.51","14,588.83","14,457.60",146.89M,0.14%
"Apr 23, 2013",14719,"14,567.17","14,721.42","14,554.29",137.32M,1.05%
"Apr 24, 2013",14676,"14,719.46","14,747.42","14,666.54",138.02M,-0.29%
"Apr 25, 2013",14701,"14,676.30","14,768.05","14,665.45",129.60M,0.17%
"Apr 26, 2013",14713,"14,700.80","14,743.49","14,684.82",128.91M,0.08%
"Apr 29, 2013",14819,"14,712.55","14,844.96","14,712.55",97.06M,0.72%
"Apr 30, 2013",14840,"14,818.75","14,839.80","14,734.47",148.25M,0.14%
"May 01, 2013",14701,"14,839.80","14,839.80","14,687.05",112.62M,-0.94%
"May 02, 2013",14832,"14,700.95","14,834.63","14,700.95",91.18M,0.89%
"May 03, 2013",14974,"14,831.58","15,009.59","14,831.58",119.89M,0.96%
"May 06, 2013",14969,"14,973.96","14,988.87","14,941.09",116.16M,-0.03%
"May 07, 2013",15056,"14,968.89","15,056.67","14,968.89",117.23M,0.58%
"May 08, 2013",15105,"15,056.20","15,106.81","15,021.87",113.51M,0.32%
"May 09, 2013",15083,"15,105.12","15,144.83","15,046.87",97.81M,-0.15%
"May 10, 2013",15118,"15,082.62","15,118.49","15,038.18",98.98M,0.24%
